id,title,original_title,features,overview,poster_path
1354700,강령: 귀신놀이,강령: 귀신놀이,terror misterio suspense 예리 이찬형 suhdong-hyun ohso-hyun 손동완,,/szBqzH2qcUthCm1uDVsBAYZbExW.jpg
1096642,L'Attachement,L'Attachement,drama adoption family'sdailylife familyrelationships adoptivemother neighbor cohabitation familybonding personalrelationships transformativejourney piomarmaï valeriabrunitedeschi vimalapons raphaëlquenard carinetardieu,,/8xIzRgyAOSLfw5xhRk9Mt6quOai.jpg
1309012,Altered,Altered,cienciaficción acción tomfelton aggyk.adams elizavetabugulova игорьжижикин timovuorensola,,/6QlAcGRaUrgHcZ4WTBh5lsPnzKx.jpg
496243,Parásitos,기생충,"comedia suspense drama darkcomedy privatelessons birthdayparty conartist workingclass infiltration psychologicalthriller classdifferences housekeeper tutor family hiddenroom unemployed hidinginattic domesticworker wealthyfamily southkorea casteviolence seoul,southkorea hilarious 송강호 이선균 choyeo-jeong choiwoo-shik bongjoonho","Tanto Gi Taek como su familia están sin trabajo. Cuando su hijo mayor, Gi Woo, empieza a recibir clases particulares en casa de Park, las dos familias, que tienen mucho en común pese a pertenecer a dos mundos totalmente distintos, comienzan una interrelación de resultados impresivibles.",/4N55tgxDW0RRATyrZHbx0q9HUKv.jpg
1038392,El Conjuro 4: Últimos ritos,The Conjuring: Last Rites,"terror pennsylvania,usa supernatural exorcism hauntedhouse sequel priest religion wedding spirit paranormalinvestigation ghost 1980s demonic mirror supernaturalhorror horror theconjuringuniverse cliché patrickwilson verafarmiga miatomlinson benhardy michaelchaves","En 1986, los investigadores paranormales, Ed y Lorraine Warren, salen de su retiro para investigar, junto con su hija adulta Judy y su compañero Tony, el caso Smurl, una entidad demoníaca más oscura.",/dyW5mX4wwDoZWgTYObx6pg9V0i9.jpg
155,Batman: El caballero de la noche,The Dark Knight,acción crimen suspense sadism chaos secretidentity crimefighter superhero antihero scarecrow basedoncomic vigilante organizedcrime tragichero antivillain criminalmastermind districtattorney superpower supervillain neo-noir bold christianbale heathledger aaroneckhart michaelcaine christophernolan,"Cuando la amenaza conocida como el Joker causa estragos y caos en la gente de Ciudad Gótica, Batman debe aceptar una de las mayores pruebas psicológicas y físicas de su capacidad para luchar contra la injusticia.",/vLFCrzI3V4kbze877tP1H7TqppL.jpg
170,Exterminio,28 Days Later,"terror suspense cienciaficción daughter taxi london,england submachinegun gasstation post-apocalypticfuture infection outbreak survival laboratory hospital zombie brutality church rage epidemic military virus wakingfromcoma animalresearch zumbi post-apocalyptic cillianmurphy naomieharris brendangleeson meganburns dannyboyle","Cuatro semanas después de que un misterioso e incurable virus se extendiera por todo el Reino Unido, un puñado de supervivientes intentan encontrar refugio.",/7qW1Fr3sUU6mM1nWb8yJMvWhmHu.jpg
634649,Spider-Man: Sin camino a casa,Spider-Man: No Way Home,acción aventura cienciaficción newyorkcity hero showdown magic lossoflovedone secretidentity superhero villain portal basedoncomic sequel vigilante superheroteam maskedvigilante spiderweb alternativereality aftercreditsstinger duringcreditsstinger marvelcinematicuniverse(mcu) maskedsuperhero fightforjustice teensuperhero superheroteamup returninghero teamwork tomholland zendaya benedictcumberbatch jacobbatalon jonwatts,"Peter Parker es desenmascarado y ya no puede separar su vida normal de los altos riesgos de ser un súper héroe. Cuando pide ayuda al Doctor Strange para recuperar su secreto, el hechizo crea un agujero en su mundo, liberando a los villanos más poderosos que han luchado con cualquier Spider-Man, en cualquier universo. Ahora Peter debe de superar su reto más grande, que no solo alterara su propio futuro pero el del multiverso, forzándolo a descubrir lo que realmente significa ser Spider-Man.",/miZFgV81xG324rpUknQX8dtXuBl.jpg
1214931,Nuremberg: El Juicio Del Siglo,Nuremberg,"historia drama suspense basedonnovelorbook nurembergtrials basedontruestory nuremberg,germany postworldwarii historicaldrama 1940s hermanngöring russellcrowe ramimalek michaelshannon leowoodall jamesvanderbilt",Un psiquiatra estadounidense examina a 22 criminales nazis durante los juicios de Núremberg. Su fascinación por Hermann Göring y su obsesiva búsqueda por entender la naturaleza del mal lo llevan a un oscuro destino.,/7OOQRx9SmkMC3UQfdzj4QsQHtA1.jpg
541671,Bailarina,Ballerina,acción suspense crimen assassin tattoo grenade training femaleprotagonist femaleassassin biting spinoff flamethrower burning hunted burningbuilding ballerina aggressive gunfight vengeance anxious knockedunconscious sisters audacious defiant sympathetic brutalviolence anadearmas keanureeves ianmcshane anjelicahuston lenwiseman,"Eve Macarro es una asesina entrenada por la Ruska Roma desde su infancia, la misma organización criminal encargada del adiestramiento de John Wick. En esta violenta historia de venganza, Eve intentará por todos los medios averiguar quién está detrás del asesinato de su padre. En su lucha por conocer la verdad, tendrá que atenerse a las normas de la Alta Mesa y, por supuesto, a las del Hotel Continental, donde descubrirá que existen secretos ocultos sobre su pasado.",/llpNGX1H5sQdGRHeteyFXELuoMz.jpg
574475,Destino final lazos de sangre,Final Destination Bloodlines,terror misterio restaurant gore sequel premonition fate family death taunting hard near-deathexperience paranoid hostile insecure 1960s satirical ironic cheatingdeath malicious supernaturalhorror vindictive negative horror tense hilarious callous disheartening frightened ghoulish inflammatory mocking ominous pessimistic sarcastic sardonic kaitlynsantajuana teobriones ryakihlstedt richardharmon adamb.stein,"Atragantada por una violenta pesadilla recurrente, la estudiante universitaria Stefanie regresa a casa para encontrar a la única persona que podría romper el ciclo y salvar a su familia de la horrible muerte que inevitablemente les espera a todos.",/frNkbclQpexf3aUzZrnixF3t5Hw.jpg
756397,Super agente Hitpig,Hitpig!,animación comedia aventura familia friendship bountyhunter hitman animalspecies futuristic admiring animalrightsactivist jasonsudeikis lillysingh rainnwilson anitta davidfeiss,Un cerdo cazarrecompensas se encuentra recorriendo el mundo con un elefante de espíritu libre al que pretendía capturar.,/tEpL23MRZGB4nlqeSushk0bIHLg.jpg
1078605,La hora de la desaparición,Weapons,"terror misterio witch smalltown pennsylvania,usa ritual junkie teacher trance witchcraft clownmakeup multiplestorylines bullied darkfairytale unstablecop supernaturalhorror mysteriousdisappearance spell psychologicalhorror mystery evilaunt amused audacious missingchildren juliagarner joshbrolin aldenehrenreich austinabrams zachcregger","Cuando todos los niños de una secundaria, menos uno, desaparecen misteriosamente la misma noche y exactamente a la misma hora, toda la comunidad de un pequeño pueblo se pregunta quién (o qué) es responsable de su desaparición.",/6Gw2eH2SkANYXC7mDjtYMppOXiL.jpg
1608982,De las cenizas: Bajo tierra,جرس إنذار: الحفرة,suspense drama sequel school adwaafahad darinalbayed aseelmorya aishaalrifaie abdullahbamajbour,"Tras quedar atrapadas en un foso durante una tormenta, tres estudiantes de una escuela para chicas deben enfrentar sus conflictos personales mientras luchan por sobrevivir.",/3OBRXbnlhZxMPpfLMLzQwF29IMC.jpg
569094,Spider-Man: A través del Spider-Verso,Spider-Man: Across the Spider-Verse,"animación acción aventura cienciaficción newyorkcity hero sacrifice secretidentity superhero villain portal basedoncomic sequel romance alterego alternatedimension parenting family alternateversion superpower brooklyn,newyorkcity superheroteam spiderbite supervillain cliffhanger maskedsuperhero teenageromance youngheroes teensuperhero teensocialissues chelsea alternateuniverse superheroteamup femalesuperhero slowburnromance interdimensionaltravel shameikmoore haileesteinfeld briantyreehenry lunalaurenvélez justink.thompson","Después de reunirse con Gwen Stacy, Miles Morales, el amigable Spider-Man del vecindario de tiempo completo de Brooklyn, es catapultado a través del Multiverso, donde se encuentra con un equipo de Spider-People encargado de proteger su existencia. Pero cuando los héroes chocan sobre cómo manejar una nueva amenaza, Miles se enfrenta a las otras arañas y debe redefinir lo que significa ser un héroe para poder salvar a las personas que más ama.",/rXhgHQmtjTIQOEDU8E2TbUFMjWM.jpg
1003596,Avengers: Doomsday,Avengers: Doomsday,cienciaficción acción aventura superhero basedoncomic sequel superheroteam marvelcinematicuniverse(mcu) chrishemsworth vanessakirby anthonymackie sebastianstan joerusso,,/rQKabpeIewLLNStFr3anEXI0xqu.jpg
671,Harry Potter y la piedra filosofal,Harry Potter and the Philosopher's Stone,"aventura fantasía witch schoolfriend friendship london,england basedonnovelorbook magic boardingschool malefriendship childhero schoolofwitchcraft chosenone bullying school ghost fantasyworld wizard pre-teen children'sadventure basedonyoungadultnovel foundfamily owl malefemalefriendship whimsical teenfantasy danielradcliffe rupertgrint emmawatson richardharris chriscolumbus","Al cumplir los once años, Harry Potter descubre que es un mago y que es hijo de dos destacados hechiceros. Mientras estudia en la escuela Hogwarts de Magia y Hechicería, poco a poco descubre más la verdad sobre la muerte de sus padres hechiceros.",/3MKK7vAJLtSkBTABMTjxf6TOCo3.jpg
550,El Club de la Pelea,Fight Club,drama suspense dualidentity rageandhate basedonnovelorbook nihilism fight supportgroup dystopia insomnia alterego breakingthefourthwall splitpersonality quittingajob dissociativeidentitydisorder selfdestructiveness edwardnorton bradpitt helenabonhamcarter meatloaf davidfincher,"Un hombre consumido por el insomnio y una vida sin sentido conoce a Tyler Durden, un carismático anarquista que lo arrastra a un club secreto donde el dolor despierta algo dormido. Lo que comienza como liberación pronto se convierte en una guerra contra el sistema…",/bI0BhpswEApC0B17RhLZtRVPZiQ.jpg
948184,默視錄,默視錄,crimen misterio suspense drama 巫建和 李康生 aniccapanna verachen yeosiewhua,,/z3ol2nE4bsKUNP1aAGzhVRxvwl9.jpg
1151272,Sirat: Trance en el desierto,Sirāt,drama suspense música rave raveparty raver earnest ridiculous sergilópez brunonúñez stefaniagadda joshualiamhenderson oliverlaxe,Un hombre y su hijo que llegan a una rave perdidos en medio de lo que se describen como las áridas y fantasmagóricas montañas del sur de Marruecos.,/edEDZwU3kZerqdylZsyCn7feH23.jpg
1291608,धुरंधर,धुरंधर,acción suspense asia patriotism nationalism controversy gore pakistan torture terrorism india gunviolence bloodshed politicalcorruption 1990s spythriller indian racialdiscrimination 2000s serious thriller intense action chasescene cruel excited ranveersingh akshayekhanna r.madhavan arjunrampal adityadhar,,/8FHOtUpNIk5ZPEay2N2EY5lrxkv.jpg
1172265,O Último Azul,O Último Azul,drama cienciaficción comedia dystopia journey curious vibrant elderrights festivalchérieschéris deniseweinberg rodrigosantoro miriamsocarrás adanilo gabrielmascaro,,/sY7dcqyvUKbVKwaNFOPaPgljyj0.jpg
1022789,IntensaMente 2,Inside Out 2,animación aventura comedia familia sadness disgust sequel computeranimation teenagegirl fear anger envy aftercreditsstinger duringcreditsstinger emotions embarrasment joy anxiety witty assertive cheerful amypoehler mayahawke kensingtontallman lizalapira kelseymann,"Riley, ahora adolescente, enfrenta una reforma en la Central de sus emociones. Alegría, Tristeza, Ira, Miedo y Asco deben adaptarse a la llegada de nuevas emociones: Ansiedad, Vergüenza, Envidia y Ennui.",/4HEJdpcmTGm3BWWic31G4aCnuC6.jpg
38757,Enredados,Tangled,animación familia aventura princess magic hostage fairytale horse villain musical blonde comingofage tower selfishness healingpower femalevillain adventurer basedonfairytale duringcreditsstinger healinggift animalsidekick magicland 3danimation hopeful mandymoore zacharylevi donnamurphy ronperlman nathangreno,"La mágica Rapunzel de pelo largo ha pasado toda su vida en una torre, pero ahora que un ladrón fugitivo se ha topado con ella, está a punto de descubrir el mundo por primera vez, y quién es realmente.",/z5kvXWek4smCyeWBDJQkT5sLc9T.jpg
122,El señor de los anillos: El retorno del rey,The Lord of the Rings: The Return of the King,aventura fantasía acción army basedonnovelorbook elves dwarf magic kingdom obsession bravery castle volcano giantspider sequel honor king brutality madness splitpersonality fantasyworld wizard epicbattle journey ring quest liveactionandanimation hero'sjourney highfantasy wraith swordandsorcery powermadness greatwar trekking goodversusevil swordmaking war wingedcreatures armies spirits elijahwood ianmckellen viggomortensen seanastin peterjackson,"Las fuerzas de Saruman han sido destruidas, y su fortaleza sitiada. Ha llegado el momento de que se decida el destino de la Tierra Media, y por primera vez en mucho tiempo, parece que hay una pequeña esperanza. La atención del señor oscuro Sauron se centra ahora en Gondor, el último reducto de los hombres, y del cual Aragorn tendrá que reclamar el trono para ocupar su puesto de rey. Pero las fuerzas de Sauron ya se preparan para lanzar el último y definitivo ataque contra el reino de Gondor, la batalla que decidirá el destino de todos. Mientras tanto, Frodo y Sam continuan su camino hacia Mordor, a la espera de que Sauron no repare en que dos pequeños Hobbits se acercan cada día más al final de su camino, el Monte del Destino.",/mWuFbQrXyLk2kMBKF9TUPtDwuPx.jpg
950387,Una película de Minecraft,A Minecraft Movie,familia fantasía comedia aventura friendship surrealism exploration portal miner friends survival zombie basedonvideogame aftercreditsstinger duringcreditsstinger journey liveactionandanimation blackjack imagination teamwork fantasy cheerful exuberant building jasonmomoa jackblack sebastianeugenehansen emmamyers jaredhess,"Henry, Natalie, Dawn y Garrett, cuatro inadaptados, son arrastrados a un misterioso portal hacia el extraño y cúbico mundo principal. Para volver a casa, tendrán que dominar este mundo con la ayuda de un artesano inesperado y experto llamado, Steve, mientras se embarcan en una búsqueda mágica.",/rZYYmjgyF5UP1AVsvhzzDOFLCwG.jpg
552524,Lilo y Stitch,Lilo & Stitch,familia cienciaficción comedia hawaii bullying dysfunctionalfamily alien lossofjob shapeshiftingalien family nostalgic evilalien orphansiblings extraterrestrialanimal liveactionremake alienspaceship animalhumanfriendship advancedtechnology hilarious whimsical maiakealoha sydneyagudong chrissanders zachgalifianakis deanfleischercamp,Remake en imagen real de «Lilo & Stitch». Narra la historia de una niña hawaiana solitaria y un extraterrestre fugitivo que la ayuda a recomponer su rota familia.,/4oLLOAT55JhAoe73VliaSKFvEEr.jpg
1175942,Los tipos malos 2,The Bad Guys 2,familia comedia crimen aventura animación basedonnovelorbook snake wolf spider villain sequel heist anthropomorphism framedforacrime joyful samrockwell marcmaron awkwafina craigrobinson pierreperifel,"Un genial equipo de animales que no respetan la ley, los ahora muy reformados Tipos Malos, se esfuerzan (mucho, muchísimo) en ser buenos, pero se ven envueltos involuntariamente en un golpe de envergadura mundial planeado por un inesperado grupo de criminales: las Tipas Malas.",/thcUnFRq0qqMTSYp4QFn8tQLIPH.jpg
808,Shrek,Shrek,animación comedia fantasía aventura familia princess basedonnovelorbook magic fairytale donkey liberation lordship prince castle villain robinhood enchantment swamp parody anthropomorphism dragon womandirector ogre cartoondonkey quirkycomedy mikemyers eddiemurphy camerondiaz johnlithgow andrewadamson,"Un malvado lord exilia a las criaturas de cuentos de hadas al pantano de un ogro gruñón, que debe ir en busca y rescatar a una princesa para el lord con el fin de recuperar su tierra.",/5G1RjHMSt7nYONqCqSwFlP87Ckk.jpg
957119,Amor Fuera De Tiempo,Sidelined: The QB and Me,comedia romance highschool basedonnovelorbook americanfootballplayer basedonwebnovel sienaagudong noahbeck drewraytanner jamesvanderbeek justinwu,"Dallas, una estudiante determinada que sueña con entrar a la mejor escuela de danza del país, se cruza con Drayton, el mariscal de campo estrella que duda sobre s ufuturo. La química entre ellos es innegable, pero sus ambiciones opuestas ponen a prueba si el amor puede superar sus diferencias.",/sAVRfKIWEfjhDPRvSyEYFIxZ7MH.jpg
524047,El Día del Fin del Mundo,Greenland,"acción aventura suspense cienciaficción husbandwiferelationship panic kidnapping looting naturaldisaster stateofemergency comet endoftheworld meteorite disaster apocalypse destructionofplanet diabetic armybase emergency greenland atlanta,georgia amused gerardbutler morenabaccarin daviddenman hopedavis ricromanwaugh","Un matrimonio a punto de separarse debe tratar de garantizar la seguridad de su hijo y ellos mismos cuando una catástrofe se avecina hacia el planeta. Un objeto del espacio está a punto de colisionar con la Tierra y esta familia es escogida para entrar en un búnker subterráneo. Sin embargo, tienen poco tiempo. Tan solo cuentan con 48 horas antes de que el mundo que conocen se destruya para siempre.",/XIfs0NIJWTeBwOntYtdP8zbrzn.jpg
402431,Wicked,Wicked,drama romance fantasía witch dancing basedonnovelorbook college wish musical femalefriendship bullying basedonplayormusical celebrity prequel singer singing corruptpolitician deathinchildbirth fantasyworld wizard gravity discrimination ostracism womaninwheelchair musicalcomedy sistersisterrelationship belonging cautionary fantasy romanticfantasy whimsical cynthiaerivo arianagrande michelleyeoh jonathanbailey jonm.chu,La historia de cómo una mujer de piel verde esmeralda se convierte en la Malvada Bruja del Oeste; largometraje basado en el musical de Broadway.,/hDQXqvmmikekQ15uxhisBDwEA63.jpg
1300116,Caerás,Fall for Me,"romance suspense mallorcaisland,spain womandirector eroticthriller property svenjajung theotrebs tijanmarei antjetraue sherryhormann","Lilli desconfía del prometido de su hermana, pero cuando un extraño muy atractivo aparece en su vida, se deja atrapar por las garras del deseo.",/wytZFBYpkEgxsALpg5l2euGeVQz.jpg
872585,Oppenheimer,Oppenheimer,drama historia husbandwiferelationship basedonnovelorbook atomicbomb patriotism newmexico worldwarii atomicbombtest physics biography basedontruestory antisemitism interrogation guilt historicalevent nuclearweapons communism redscare mccarthyism topsecretproject moraldilemma usapolitics 1940s 20thcentury manhattanproject losalamos cillianmurphy emilyblunt mattdamon robertdowneyjr. christophernolan,Película sobre el físico J. Robert Oppenheimer y su papel como desarrollador de la bomba atómica. Basada en el libro 'American Prometheus: The Triumph and Tragedy of J. Robert Oppenheimer' de Kai Bird y Martin J. Sherwin.,/5t05uhX5ULn8Um2f1ZuznVvIffU.jpg
1248226,Un día fuera de control,Playdate,acción comedia familia stay-at-homedad accountant actioncomedy clinical cliché disapproving kevinjames alanritchson sarahchalke islafisher lukegreenfield,"Cuando el contador desempleado Brian se reúne con Jeff, papá de tiempo completo, para que sus hijos jueguen juntos, él espera una tarde tranquila. En cambio, los persiguen unos mercenarios, y Brian no está preparado para sobrevivir a un obstáculo absurdo tras otro. La vida de un papá suburbano se convierte en una película de acción en esta caótica e hilarante aventura.",/nWprcqzpw41jslTgGrGcf4QhZ7Z.jpg
346698,Barbie,Barbie,comedia aventura feminism satire patriarchy socialsatire basedontoy femaleprotagonist fishoutofwater womanhood doll fantasyworld motherhood existentialism womandirector misandry motherdaughterrelationship adventurecomedy genderdiscrimination secretworld audacious joyful sarcastic sympathetic fantasycomedy margotrobbie ryangosling americaferrera arianagreenblatt gretagerwig,Una muñeca que vive en 'Barbieland' es expulsada al mundo real por no ser lo suficientemente perfecta. Basada en la popular muñeca Barbie.,/fNtqD4BTFj0Bgo9lyoAtmNFzxHN.jpg
1493009,Cobre,Cobre,drama gabinorodríguez teresasánchez rosaestelajuárez haroldtorres nicoláspereda,"En las afueras de un aislado pueblo minero, Lázaro descubre un cadáver. Cree que tiene una enfermedad respiratoria y no quiere volver a la mina. Los rumores, las sospechas y el deseo le rodean.",/xXuDJUCU8m83OjyqAh79rbHtrAZ.jpg
372058,Your Name,君の名は。,animación romance drama highschool raceagainsttime dreams afterlife naturaldisaster supernatural timetravel comet romance tragedy school body-swap highschoolstudent nonlineartimeline naked starcrossedlovers poweroflove anime japanesehighschool loving urbanfantasy romantic 神木隆之介 上白石萌音 成田凌 悠木碧 新海誠,"Taki y Mitsuha descubren un día que durante el sueño sus cuerpos se intercambian, y comienzan a comunicarse por medio de notas. A medida que consiguen superar torpemente un reto tras otro, se va creando entre los dos un vínculo que poco a poco se convierte en algo más romántico.",/6qt4boe1IWfoffBF2P0QKOCSYUr.jpg
454639,Amos del Universo,Masters of the Universe,acción aventura fantasía superhero alienplanet basedoncartoon nicholasgalitzine camilamendes alisonbrie idriselba travisknight,,/nm2ianYVp7OXElUZVeeAbNTqBLr.jpg
603,Matrix,The Matrix,acción cienciaficción manvsmachine martialarts kungfu dreams artificialintelligence(a.i.) savingtheworld hacker selfsacrifice virtualreality fight prophecy truth philosophy dystopia insurgence pill simulatedreality cyberpunk dreamworld messiah disturbed actionhero gnosticism baffled distressing allegoryofthecave dystopiansci-fi keanureeves laurencefishburne carrie-annemoss hugoweaving lanawachowski,Un hacker informático aprende de misteriosos rebeldes la verdadera naturaleza de su realidad y su papel en la guerra contra sus controladores.,/ejmTPNAkgZaVJ4AI9zb9SehAYU0.jpg
863,Toy Story 2,Toy Story 2,animación comedia familia friendship airplane museum prosecution identitycrisis villain fleamarket collector sequel buddy rescueteam prospector garagesale duringcreditsstinger toycomestolife personification inanimateobjectscometolife comforting tomhanks timallen joancusack kelseygrammer johnlasseter,"Cuando Woody es robado por un coleccionista de juguetes, Buzz y sus amigos emprenden una misión de rescate para salvar a Woody antes de que se convierta en una propiedad de un museo de juguetes con su pandilla de redadas Jessie, el oloroso Pete y Tiro al blanco.",/x75DO6UHi3gExlqVm7VmtFAa99U.jpg
109445,Frozen: Una Aventura Congelada,Frozen,animación familia aventura fantasía princess magic mistakeinperson queen cartoon villain melancholy musical betrayal snowman reindeer curse snow troll basedonchildren'sbook mountainclimbing evilprince basedonfairytale aftercreditsstinger frozen womandirector sistersisterrelationship magicland whimsical hopeful idinamenzel kristenbell jonathangroff joshgad chrisbuck,"Cuando la recién coronada Reina Elsa accidentalmente usa su poder para convertir cosas en hielo y maldecir su hogar en un invierno infinito, su hermana Anna se une a un hombre de montaña, su juguetón reno y un muñeco de nieve para cambiar las condiciones climáticas.",/wlM8PkFTUZWMqfnBohVf3ZnAntc.jpg
495764,Aves De Presa y La Fantabulosa Emancipación De Una Harley Quinn,Birds of Prey (and the Fantabulous Emancipation of One Harley Quinn),acción crimen police pickpocket chase psychopath superhero nightclub gangleader basedoncomic breakingthefourthwall betrayal vigilante mobster organizedcrime shootout femaleprotagonist orphan criminal policeofficer policedetective spinoff deathoffamily crimefamily femalepoliceofficer womandirector handtohandcombat vigilantism dcextendeduniverse(dceu) supernaturalpower betrayaloftrust vigilantejustice grand margotrobbie rosieperez maryelizabethwinstead jurneesmollett cathyyan,"Después de separarse de Joker, Harley Quinn y otras tres heroínas (Canario Negro, Cazadora y Renée Montoya) unen sus fuerzas para salvar a una niña (Cassandra Cain) del malvado rey del crimen Máscara Negra.",/1wLqXiiiaTSK8Y0n7N85O0jaNJm.jpg
1217602,London Calling,London Calling,acción crimen comedia suspense southafrica teenageboy contractkiller actioncomedy comedythriller joshduhamel aidangillen jeremyraytaylor rickhoffman allanungar,"Tras huir del Reino Unido por un trabajo que le salió mal, un asesino a sueldo venido a menos se ve obligado a cuidar del hijo de su nuevo jefe criminal y enseñarle a convertirse en un hombre.",/cpQ4VxBJO7vGV3IUdKzSNf4tH9V.jpg
338969,El Vengador Toxico,The Toxic Avenger Unrated,acción comedia cienciaficción highschool newjersey police singleparent alcohol gun smoking autism superhero mutant transformation gore satire forest stepfather remake mobster stepson janitor evilcorporation mansion drugs drinking insurance dismemberment reboot aftercreditsstinger duringcreditsstinger businesstycoon antiestablishment regeneration whistleblower polution toxicwaste radicaltransformation deadwife brotherbrotherrelationship guns actioncomedy mediasatire apartment corruptbusinessman peterdinklage jacobtremblay taylourpaige juliadavis maconblair,Un chico ingenuo se transforma en un poderoso superhéroe después de ser arrojado a una tina de desechos tóxicos.,/41wHrp3eAJlcNogEjLqHoFiSPcg.jpg
1103437,No alimentes a los niños,Please Don't Feed the Children,terror suspense childabuse psychopath apocalypse catandmouse childrenontherun deadparents childkidnapping trappedinahouse prisoners grievingmother absurd orphans children orphangirl michelledockery zoecolletti andrewliner deanscottvazquez destryallynspielberg,"Tras un virus que mata a la mayoría de los adultos, unos niños huérfanos viajan al sur, donde se enfrentan a una mujer psicópata que oculta un oscuro secreto.",/1NDlMWUkZTikx9aDm7SwL8GOuhd.jpg
482600,일본 엄마,일본 엄마,romance drama softcore depressed romantic 전지학 choimin-ho 美泉咲 haroo kimmoo-won,,/hq1EaYIqUNrPM3QFYAbnH2UHoX8.jpg
321612,La Bella y La Bestia,Beauty and the Beast,familia fantasía romance france magic fairytale transformation cartoon castle musical remake curse creature 18thcentury beast liveactionandanimation liveactionremake fairy-taleadaptation emmawatson danstevens lukeevans joshgad billcondon,"Una joven soñadora y romántica llamada Bella, vive en una pequeña aldea junto a su padre, un inventor de artilugios, al que algunos consideran un anciano demente.Un día su padre se marcha a una feria para exponer sus inventos, pero se pierde en el camino y acaba en un grande y viejo castillo.",/2q38CCkPvhm8DVHazY9QLQtHQoO.jpg
198663,Maze Runner: Correr o morir,The Maze Runner,acción misterio cienciaficción suspense basedonnovelorbook escape dystopia maze post-apocalypticfuture memoryloss trapped basedonyoungadultnovel dylano'brien kayascodelario amlameen thomasbrodie-sangster wesball,"Thomas abre los ojos y se da cuenta que está en un ascensor. Lo extraño es que no recuerda nada, ni dónde está, ni quién es. Lo único que aún permanece intacto en su memoria es su nombre, y ya es mucho. Antes de que le dé tiempo a cuestionarse algo sobre sí mismo las puertas se abrirán y aparecerá ante él un extraño mundo. Todo lo que ve son chicos de su edad que tienen su mismo estado de amnesia. Una aventura fantástica que pronto destapará la dura realidad bajo ese velo de incertidumbre.",/egKi4jZKKVZzR8NaaNjEwMpEgHs.jpg
1022787,Elio,Elio,familia comedia aventura animación cienciaficción villain alien comingofage computeranimation eyepatch socialoutcast aftercreditsstinger beforecreditsstinger spaceadventure sattelite pre-teen amateurradio mothersonrelationship goodversusevil 3danimation interspeciesfriendship clones adoring comforting pixar yonaskibreab remyedgerly zoesaldaña bradgarrett madelinesharafian,"Con una imaginación desbordante y una enorme obsesión por los extraterrestres, Elio, de 11 años, es transportado al espacio. Pero es identificado por error como el embajador galáctico de la tierra.",/3se2wFVp9HITFMIjPOHmnyaMXjx.jpg
1033148,"Mátate, amor",Die My Love,drama husbandwiferelationship basedonnovelorbook pregnancy darkcomedy surrealism ruralarea femaleprotagonist caraccident mentalillness barkingdog womandirector sexlessmarriage domesticity psychiatrictreatment mother-in-lawdaughter-in-lawrelationship defiant jenniferlawrence robertpattinson sissyspacek lakeithstanfield lynneramsay,"Grace, una escritora y joven madre, se va sumiendo poco a poco en la locura. Encerrada en una vieja casa en Montana, cada vez es más agitada y errática, dejando a su compañero, Jackson, cada vez más preocupado e impotente.",/8sgIIVQppRC96wHW099xegCrIzw.jpg
939243,Sonic 3: La Película,Sonic the Hedgehog 3,acción cienciaficción comedia familia moon sequel basedonvideogame psychotic dualrole aftercreditsstinger duringcreditsstinger hedgehog liveactionandanimation complex grandfathergrandsonrelationship animalhumanfriendship anthropomorphicanimal jimcarrey benschwartz keanureeves idriselba jefffowler,"Sonic, Knuckles y Tails se reúnen para enfrentarse a un nuevo y poderoso adversario, Shadow, un misterioso villano con poderes nunca antes vistos. Con sus habilidades superadas en todos los sentidos, el Equipo Sonic debe buscar una alianza improbable con la esperanza de detener a Shadow y proteger el planeta.",/nRJH3KgLc3dMLaDJgLQ9u7CxsJg.jpg
1035259,¿Y dónde está el policía?,The Naked Gun,acción comedia crimen sequel slapstickcomedy spoof reboot aftercreditsstinger duringcreditsstinger actioncomedy absurd amused liamneeson pamelaanderson paulwalterhauser dannyhuston akivaschaffer,"El torpe teniente Frank Drebin Jr. intenta resolver un asesinato vinculado a un magnate tecnológico. Mientras investiga, su unidad policial corre peligro de ser cerrada. Con la ayuda de una escritora de crímenes, Frank se verá envuelto en situaciones tan absurdas como explosivas. Reboot de la popular franquicia de comedia ""Agárralo como puedas"" y la serie de televisión ""Police Squad!"".",/5RM9cbIQfrtYYSbb6KEL4bo8JYj.jpg
23527,El primer escuadrón,Первый отряд,fantasía animación acción cienciaficción supernatural supersoldier russianarmy sergeiaisman michaelbeskorovainy elenachebaturkina damireldarov 芦野芳晴,"Nadya tiene poderes psíquicos y entrenamiento de asesina, y el ejército ruso la recluta durante la Segunda Guerra Mundial. Así se inicia el camino de una misión pavorosa.",/m4zltJFwn5Xye7KjQOzNytVW6S0.jpg
1206083,Conjuring Tapes,Conjuring Tapes,terror misterio evil foundfootage mysteriousevents malevolentspirit paranormalhorror samanthalaurenti brendayanez danieloutlaw robertfelstedjr. randynundlalljr.,"Dos amigas encuentran cintas VHS entre las pertenencias de su amiga fallecida. Las grabaciones muestran escenas inquietantes de ellas mismas que no recuerdan, arrastrándolas a una siniestra presencia sobrenatural.",/puPN6uC5NpbAQW8dDovGkJ79arn.jpg
